E,value,rel_err
0.25,0.0,0.0
0.75,0.0,0.0
1.25000005,5.6101933e-11,0.00018836649
1.75000005,1.2277432e-10,0.00017643539
2.24999995,1.9259271e-10,0.00020787699
2.75,2.7885454e-10,0.00022999533999999998
3.25000005,3.813339e-10,0.00023965555999999998
3.7499999999999996,5.0125783e-10,0.00026868997
4.2500001,6.3799007e-10,0.00025249150000000004
4.75000005,7.9180975e-10,0.00025567649000000003
5.249999949999999,9.6358033e-10,0.00030528268000000003
5.7500001,1.1520117e-09,0.00038707554
6.250000050000001,1.3625495e-09,0.000347091
6.75,1.6213825e-09,0.00039075319
7.24999995,2.2109787e-09,0.00031752817000000005
7.749999900000001,8.714870999999999e-07,1.8133322e-05
8.25000005,2.3556545e-09,0.00040935118
8.750000199999999,2.6488926e-09,0.00043764974999999995
9.249999950000001,2.9607851e-09,0.00043111335
9.74999965,3.2881435e-09,0.00041727215
10.24999985,3.6365686e-09,0.00047333267
10.75,3.9932248e-09,0.000434861
11.249999999999998,4.3781864999999995e-09,0.00049676407
11.750000000000002,4.7771004e-09,0.00047571622
12.25,5.1921625e-09,0.00051663317
12.75,5.6471336e-09,0.00048470017
13.25,6.0675577e-09,0.00052511841
13.749999999999998,6.5274104000000004e-09,0.00061369263
14.25,7.0049450999999996e-09,0.00052707382
14.75,7.5232517e-09,0.0005574798999999999
15.250000000000002,8.0268225e-09,0.00055782426
15.75,8.5271839e-09,0.00058574479
16.250000000000004,9.0662846e-09,0.00053291585
16.75,9.6150544e-09,0.00048627179
17.25,1.0183424e-08,0.0006228705500000001
17.7500005,1.0810361e-08,0.00048930895
18.250000999999997,1.1462246000000001e-08,0.00060126524
18.75,1.2167359000000001e-08,0.0005366706799999999
19.249999000000003,1.2989749999999999e-08,0.00058220372
19.749999,1.3975807e-08,0.00064187415
20.2499995,1.5200038e-08,0.0004908160500000001
20.75,1.6851421e-08,0.00046783485
21.25,1.9037856e-08,0.00051079266
21.75,2.2047346e-08,0.00042100143
22.25,2.6146414e-08,0.0004416918
22.750000500000002,3.1684179e-08,0.00049184795
23.250000999999997,3.9090037e-08,0.00039007756999999996
23.750001,4.8787154e-08,0.00038292922
24.25,6.1224669e-08,0.00034374598
24.749999,7.6968893e-08,0.00030527862
25.249999499999998,9.651424e-08,0.00025819462
25.75,1.202434e-07,0.00025088608
26.25,1.487897e-07,0.00019875243
26.75,1.824252e-07,0.00021121526000000002
27.25,2.215673e-07,0.00021826400999999998
27.75,2.6649840000000003e-07,0.00017737566
28.2500005,3.174219e-07,0.00014063444
28.750001,3.743103e-07,0.00012853547
29.25,4.374923e-07,0.00014514968
29.749999000000003,5.070301999999999e-07,0.00014549472
30.249999,5.829555e-07,0.00011725502
30.749999500000005,6.647585999999999e-07,0.00012526011
31.25,7.518404e-07,0.00012179053000000001
31.75,8.437864000000001e-07,9.6732853e-05
32.25,9.402462999999999e-07,9.4883386e-05
32.75,1.0418400000000002e-06,0.00011427814
33.25,1.1500140000000002e-06,7.1862643e-05
33.750000500000006,1.2650140000000001e-06,9.321372e-05
34.250001000000005,1.383726e-06,8.4430184e-05
34.750001,1.502889e-06,7.7780825e-05
35.250001,1.620039e-06,9.379579699999999e-05
35.750001,1.734824e-06,7.0214993e-05
36.250001,1.849499e-06,7.3701385e-05
36.750001499999996,1.966942e-06,8.2412623e-05
37.25,2.091418e-06,7.2950353e-05
37.749998000000005,2.230852e-06,7.578859599999999e-05
38.249998000000005,2.394605e-06,7.5870058e-05
38.7499985,2.567647e-06,6.089217e-05
39.249999,2.7190159999999997e-06,5.6715630999999994e-05
39.749999,2.838026e-06,5.8619757e-05
40.249999,2.931098e-06,6.9379373e-05
40.749998999999995,3.0077400000000003e-06,6.1800783e-05
41.249999,3.079591e-06,6.6512548e-05
41.7499995,3.15441e-06,4.970270700000001e-05
42.25,3.241532e-06,5.0025671e-05
42.75,3.344786e-06,6.376375e-05
43.25,3.468765e-06,5.383667099999999e-05
43.75,3.636671e-06,5.8080601e-05
44.250000500000006,3.968411e-06,4.7174958e-05
44.750001,4.623869e-06,4.5306110000000004e-05
45.250001,5.0985459999999995e-06,4.5568435000000005e-05
45.750001,5.0595780000000005e-06,4.981729699999999e-05
46.250001000000005,4.825431e-06,4.5195334000000004e-05
46.750001,4.583841e-06,5.0712437e-05
47.2500015,4.37597e-06,4.7517135e-05
47.750002,4.2098089999999995e-06,5.8581056e-05
48.25,4.084781000000001e-06,5.2713491000000005e-05
48.749998,3.999006e-06,5.3726626e-05
49.2499985,3.95145e-06,4.8819147000000003e-05
49.749999,3.944887e-06,5.8601708e-05
50.249998999999995,4.00076e-06,4.9557877000000006e-05
50.749998999999995,4.130775e-06,5.9063365e-05
51.249999,4.231841e-06,4.6511609e-05
51.749999,4.284902e-06,6.0495823e-05
52.2499995,4.322586e-06,4.6117743e-05
52.75,4.349504e-06,5.2994448e-05
53.25,4.379775999999999e-06,5.1309722e-05
53.75,4.203306000000001e-06,5.7652262e-05
54.25000000000001,3.2744120000000005e-05,1.7076595e-05
54.75,1.956421e-05,2.4954982e-05
55.2500005,2.335836e-06,7.555704100000001e-05
55.750001000000005,2.340045e-06,7.9127392e-05
56.250001000000005,2.3528549999999998e-06,5.9756562000000006e-05
56.750001,2.3583099999999998e-06,6.6139544e-05
57.250001,2.3596620000000003e-06,7.2510289e-05
57.750001000000005,2.362155e-06,7.2615272e-05
58.2500015,2.369117e-06,7.7044275e-05
58.75,2.3793579999999997e-06,8.1237741e-05
59.249998,2.395427e-06,7.110807599999999e-05
59.749998,2.417703e-06,8.0355471e-05
60.2499985,2.448997e-06,7.4402718e-05
60.749999,2.486278e-06,6.9223247e-05
61.250001000000005,2.523471e-06,5.9226695e-05
61.750001000000005,2.558651e-06,7.2338916e-05
62.250001000000005,2.5867680000000003e-06,7.0748888e-05
62.750001000000005,5.995518e-06,5.9547606e-05
63.250001000000005,9.007526000000001e-06,3.816809e-05
63.750001499999996,2.296334e-06,7.126386299999999e-05
64.24999799999999,2.300466e-06,6.654276e-05
64.74999799999999,4.567719000000001e-06,5.3718337e-05
65.24999849999999,2.2310370000000003e-06,8.048146000000001e-05
65.749999,2.228219e-06,8.05966e-05
66.249999,2.2245240000000003e-06,6.6915299e-05
66.749999,2.218724e-06,7.5965184e-05
67.249999,2.212964e-06,8.016368399999999e-05
67.749999,2.206442e-06,7.344705099999999e-05
68.2499995,2.200262e-06,7.5180959e-05
68.75,2.194266e-06,7.265150500000001e-05
69.25,2.188728e-06,6.3664271e-05
69.75,2.184391e-06,7.0832865e-05
70.25,2.18002e-06,7.8224763e-05
70.75,2.177176e-06,7.6639671e-05
71.2500005,2.167145e-06,7.586628199999999e-05
71.75000100000001,4.084637e-06,6.5390365e-05
72.250001,2.119937e-06,7.802615899999999e-05
72.750001,2.120423e-06,8.068989000000001e-05
73.250001,2.2183030000000003e-06,8.2832836e-05
73.750001,2.122405e-06,6.5380912e-05
74.2500015,2.129208e-06,7.8456299e-05
74.74999799999999,2.137475e-06,8.1569646e-05
75.24999799999999,2.316926e-06,6.7602308e-05
75.7499985,2.154576e-06,5.6949542e-05
76.2499985,2.1774179999999998e-06,7.7410415e-05
76.7499985,2.212628e-06,7.0943106e-05
77.249999,2.278677e-06,7.7977981e-05
77.749999,2.413996e-06,6.604569e-05
78.249999,2.6480000000000003e-06,7.1340492e-05
78.7499995,2.8810519999999998e-06,5.6658280000000005e-05
79.2499995,2.984775e-06,5.5878768e-05
79.7499995,2.991507e-06,5.5472007999999995e-05
80.25,2.9551259999999997e-06,6.4696874e-05
80.75,2.9032650000000003e-06,5.812746e-05
81.25,2.846573e-06,6.818242399999999e-05
81.75000050000001,2.78828e-06,6.3427519e-05
82.2500005,2.729671e-06,6.245324400000001e-05
82.7500005,2.6722150000000002e-06,5.8670207000000005e-05
83.250001,2.616228e-06,7.254512e-05
83.750001,2.5617070000000004e-06,7.453353099999999e-05
84.250001,2.508149e-06,6.8382793e-05
84.7500015,2.4774949999999996e-06,6.0932264e-05
85.24999799999999,2.446608e-06,5.9573161e-05
85.749998,2.357182e-06,6.8654008e-05
86.2499985,2.312157e-06,7.5610029e-05
86.7499985,2.269039e-06,8.0855982e-05
87.2499985,2.227722e-06,8.265715999999999e-05
87.749999,2.20389e-06,8.2354844e-05
88.24999899999999,2.153625e-06,7.3466441e-05
88.74999899999999,2.115836e-06,7.613848e-05
89.2499995,2.084031e-06,7.9196962e-05
89.7499995,2.054178e-06,7.556293599999999e-05
90.2499995,2.0255839999999997e-06,8.0454936e-05
90.75,1.998611e-06,7.0556542e-05
91.25,1.9733620000000003e-06,8.16854e-05
91.75000000000001,1.950469e-06,8.483513300000001e-05
92.2500005,1.930093e-06,7.904367500000001e-05
92.7500005,1.914319e-06,8.2403449e-05
93.2500005,1.907067e-06,7.9670129e-05
93.750001,1.906434e-06,7.0044212e-05
94.250001,1.877262e-06,6.9817682e-05
94.750001,1.869143e-06,8.317820700000001e-05
95.25000150000001,1.85318e-06,7.4093561e-05
95.75000150000001,1.832743e-06,8.4644435e-05
96.2500015,1.8191250000000001e-06,9.8421499e-05
96.749998,1.807555e-06,7.6042041e-05
97.249998,1.797196e-06,8.2348762e-05
97.7499985,1.7863290000000001e-06,8.6071519e-05
98.249999,1.7769710000000001e-06,7.4205291e-05
98.749999,1.770311e-06,8.2842438e-05
99.249999,1.7647489999999999e-06,8.4264698e-05
99.749999,1.7594570000000001e-06,7.8916978e-05
100.2499985,1.757023e-06,7.8120138e-05
100.75000000000001,1.7552680000000001e-06,8.0944793e-05
101.25,1.753849e-06,9.5100412e-05
101.75,1.752715e-06,8.2570808e-05
102.24999999999999,1.749314e-06,8.4191207e-05
102.75,1.748176e-06,7.6878443e-05
103.24999999999999,1.7474890000000001e-06,8.9658229e-05
103.75,1.748051e-06,7.5944611e-05
104.25,1.749517e-06,7.157601399999999e-05
104.75,1.751693e-06,8.4397094e-05
105.25000000000001,1.75459e-06,7.8203753e-05
105.75,1.758094e-06,8.209883200000001e-05
106.25000000000001,1.762453e-06,0.00010717106000000001
106.74999999999999,1.767392e-06,8.5031195e-05
107.25,1.772917e-06,6.0487081999999996e-05
107.74999999999999,1.779272e-06,9.261505700000001e-05
108.25,1.786139e-06,8.560188999999999e-05
108.75,1.793396e-06,8.5243229e-05
109.25,1.8017319999999999e-06,8.0426028e-05
109.75000000000001,1.8111850000000001e-06,7.1586343e-05
110.25,1.821342e-06,8.6978031e-05
110.75000000000001,1.832233e-06,7.0633385e-05
111.25,1.8448659999999998e-06,9.337327399999999e-05
111.75,1.859988e-06,8.821212700000001e-05
112.24999999999999,1.848649e-06,8.227208600000001e-05
112.75,7.713438e-05,1.2585639e-05
113.24999999999999,1.026858e-06,9.3543483e-05
113.75,1.0830820000000002e-06,0.00011643214000000001
114.25000000000001,1.177534e-06,0.00011833873
114.75,1.309915e-06,7.7132406e-05
115.25000000000001,1.435362e-06,8.9391172e-05
115.75,1.511309e-06,9.6139982e-05
116.25,1.540581e-06,9.4547682e-05
116.74999999999999,1.541779e-06,9.7771985e-05
117.25,1.528186e-06,9.6344976e-05
117.74999999999999,1.507639e-06,0.00010206708999999999
118.25,1.483884e-06,8.2175806e-05
118.75,1.458575e-06,9.1132494e-05
119.25,1.432404e-06,8.5115405e-05
119.75000000000001,1.406063e-06,0.00010246243
120.25,1.379936e-06,0.00010323264000000001
120.75000000000001,1.353951e-06,8.2458602e-05
121.24999999999999,1.3284940000000001e-06,0.00010278984
121.75,1.30336e-06,0.00011540558
122.24999999999999,1.278797e-06,0.00011553298
122.75000500000002,1.2548559999999999e-06,9.6052559e-05
123.24999999999999,1.2314199999999999e-06,0.00011816517
123.74999500000001,1.2086349999999999e-06,9.1407858e-05
124.25000000000001,1.1864920000000002e-06,9.2368247e-05
124.750005,1.165054e-06,0.00010995797
125.25000499999999,1.144911e-06,0.00010014885
125.75,1.125534e-06,0.00011424504999999999
126.25,1.107288e-06,0.0001148847
126.750005,1.089252e-06,9.446878900000001e-05
127.25000500000002,1.0719410000000001e-06,0.00010723558
127.74999999999999,1.054073e-06,9.6889939e-05
128.25,1.036559e-06,0.00012138965999999999
128.749995,1.019356e-06,9.6515128e-05
129.24999499999998,1.002426e-06,0.00012046041000000001
129.74999999999997,9.861914000000001e-07,0.00010231153
130.25,9.702565e-07,0.00010280125
130.749995,9.547995e-07,0.00011409398
131.24999499999998,9.39867e-07,0.00010820362
131.75,9.255261e-07,0.00013543163000000002
132.25,9.11369e-07,0.00011038051
132.74999499999998,8.972113000000001e-07,9.5908856e-05
133.24999499999998,8.839302e-07,0.0001071747
133.75,8.708688e-07,0.00011896105
134.25000500000002,8.583236e-07,0.00013628522
134.75,8.463784e-07,0.0001257303
135.24999499999998,8.347168e-07,0.00012819553
135.75,8.233487000000001e-07,0.00012842748
136.25000500000002,8.121151e-07,0.00012325133
136.750005,1.390462e-06,9.0533029e-05
137.25,7.870534999999999e-07,0.00012039458
137.75000000000003,7.773154e-07,0.00011488196000000001
138.25000500000002,7.680294e-07,0.00011764019
138.750005,7.588248e-07,0.00016031655
139.25,7.499106e-07,0.00012084522
139.75,7.415260999999999e-07,0.00012923064
140.24999499999998,7.336332e-07,0.00012394320000000002
140.749995,7.256743e-07,0.0001541572
141.25,7.186016e-07,0.00013208519
141.75,7.121616e-07,0.00014730155
142.249995,7.05942e-07,0.00011778913
142.74999499999998,7.004884e-07,0.00012532956
143.24999999999997,6.945691e-07,0.00014304153999999999
143.750005,6.886566e-07,0.00013158802
144.25,6.826085e-07,0.00013655942000000002
144.74999499999998,6.763836e-07,0.00014516734999999998
145.25,6.703236e-07,0.0001558978
145.75000500000002,6.645465000000001e-07,0.00012554726000000001
146.25000500000002,6.589087000000001e-07,0.00015698552
146.75000000000003,6.534371e-07,0.00012667947
147.25,6.482923e-07,0.00012963961
147.75000500000002,6.43031e-07,0.00012113567
148.25000500000002,6.379958e-07,0.00014851549
148.75,6.330881000000001e-07,0.00014765014999999998
149.25,6.286017e-07,0.00014546066
149.749995,6.240949e-07,0.00013981428
150.249995,6.198785e-07,0.00012536979
150.75,6.157304e-07,0.00013376854
151.25000000000003,6.117256e-07,0.00015367122000000002
151.74999499999998,6.076783999999999e-07,0.00012300482999999998
152.249995,6.039974000000001e-07,0.00014762763
152.75,6.005961e-07,0.00014326118
153.25,5.969759999999999e-07,0.00014709456
153.74999499999998,5.938236e-07,0.00015198881
154.249995,5.904828e-07,0.00015361186
154.75,5.875037e-07,0.00013706656
155.250005,5.845038999999999e-07,0.00015771201
155.75000000000003,5.815489e-07,0.00015711671
156.24999499999998,5.787999e-07,0.00015739731
156.75,5.761768e-07,0.00011987006
157.250005,5.736894999999999e-07,0.00013871339
157.750005,5.7136e-07,0.00015132695999999998
158.25,5.689554e-07,0.0001466526
158.74999999999997,5.667129e-07,0.00014776073000000002
159.250005,5.645667e-07,0.00013494521
159.750005,5.625556e-07,0.00012935317
160.25000000000003,5.605478e-07,0.00012681492
160.75,5.588250999999999e-07,0.00015469795
161.249995,5.570189e-07,0.00013951475
161.749995,5.553707e-07,0.00015405210000000002
162.25,5.538300000000001e-07,0.00015151478
162.75,5.523027e-07,0.00015906687999999998
163.249995,5.506156e-07,0.00014758553000000001
163.749995,5.494919e-07,0.00013775978
164.25,5.480386e-07,0.0001549056
164.75,5.469057e-07,0.00014626322
165.24999499999998,5.457039e-07,0.0001578844
165.749995,5.446054e-07,0.00016283026
166.25,5.43592e-07,0.00015109432
166.750005,5.424598000000001e-07,0.00013438412000000001
167.25,5.416748e-07,0.00015284483
167.749995,5.410187e-07,0.00014146580000000002
168.25,5.399749e-07,0.00013333751
168.750005,5.394028e-07,0.00013676376
169.250005,5.386959e-07,0.00014068373
169.75,5.379627999999999e-07,0.00014390036
170.25,5.37208e-07,0.00014055439
170.74999499999998,5.367870000000001e-07,0.00015251187
171.24999499999998,5.363654e-07,0.00016364186999999998
171.75,5.359421e-07,0.00014253537
172.24999999999997,5.354103e-07,0.00015984923000000002
172.74999499999998,5.350657e-07,0.00014160726
173.24999499999998,5.348581e-07,0.00015227512
173.75,5.344816e-07,0.00013905304000000001
174.25,5.342911e-07,0.00014734269
174.749995,5.34012e-07,0.00015422445999999998
175.249995,5.339437999999999e-07,0.00015782676999999998
175.75000000000003,5.337718000000001e-07,0.00015115113
176.25000500000002,5.337271e-07,0.00014348536
176.75,5.337028000000001e-07,0.00015214805
177.249995,5.336297e-07,0.00015404489
177.75,5.337923e-07,0.00014507147
178.25000500000002,5.340015e-07,0.00016204737
178.750005,5.33787e-07,0.00012795339
179.25,5.340754e-07,0.00013864674
